PAK/Serial Nbr;Hostname;IP Address
FDO2251F07E;SWZ40-T111;10.171.79.40
FDO23491203;HK-NTT-03F-ZSW91-1.axa.com;10.40.202.52
JMX1522704J;APDC3V12-NVPN01.apdc.mgmt.axa-tech.intraxa;10.54.240.85
FCW2008F09C;ABS-PUN-ME-NWING-FLR01-SW02;10.90.87.18
FDO2017Q15A;FR-TE3-AFA-SW5A;10.210.220.42
FGE20340NWV;SE302-PS-SCP-11;10.69.66.13
FCW2127C0N7;JPNDH1-SSWI21;10.15.66.35
FOC2127U0TV;JPNDH2-SSWI21;10.15.66.45
FCW2127F0RD;JPNDH1-SSWI11;10.15.66.34
FCW2127C0MD;JPNDH1-SSWI21;10.15.66.35
FCW2225G156;FR-LYO-AFA-SW61;10.210.225.169
FCW2228G1G1;FR-LYO-AFA-SW51;10.210.225.168
FOC2228U1GL;FR-LYO-AFA-SP51;10.210.225.172
FCW2228G1G8;FR-LYO-AFA-SW11;10.210.225.164
FCW2228G1G2;FR-LYO-AFA-SW41;10.210.225.167
FCW2228C14N;FR-LYO-AFA-SW21;10.210.225.165
FCW2228D11T;FR-LYO-AFA-SW91;10.210.225.171
FCW2228C1JM;FR-LYO-AFA-SW71;10.210.225.170
FCW2228D1AY;FR-LYO-AFA-SW11;10.210.225.164
FOC2346L02T;HK-OLE-26F-DSW01;10.40.202.171
FCW2346D01R;HK-OLE-33F-DSW01;10.40.202.169
FCW2346G00T;HK-OLE-35F-DSW01;10.40.202.172
FCW2346C01E;HK-OLE-39F-DSW01;10.40.202.176
FOC2346X01S;HK-OLE-35F-DSW01;10.40.202.172
FCW2346G00G;HK-OLE-23F-DSW01;10.40.202.167
FDO1952Q0YQ;FR-FON-BAN-SA5D;10.210.228.24
FDO1952Q0WM;FR-FON-AFA-SA1D;10.210.228.15
FGE200301B5;T00VSS01;10.162.0.17
FDO2116Z04C;SWZ20-T024;10.171.39.90
FCW2127C0MS;JPNDH2-SSWI11;10.15.66.44
FCW2127F0RV;JPNDH2-SSWI11;10.15.66.44
FOC2127U0ST;JPNDH1-SSWI11;10.15.66.34
FCW2228L0GW;FR-CG1-AFA-SW02;10.210.225.181
FCW2228L0JQ;FR-CG2-AFA-SW01;10.210.225.182
FCW2228G0JL;FR-CG1-AFA-SW03;10.210.225.183
FXS1725Q4LP;ABS-PUN-ME-FLR01-accessSW01;10.90.87.2
FGL173622QX;SCM-Mitaka-RT01;10.2.254.28
PSZ17491A7C;Anchor-WLC;10.15.104.65
FDO2202I13Y;FR-277-MSC-SA21;10.210.224.142
FCW2346D021;HK-OLE-42F-ASW01;10.40.202.179
FOC2346X01P;HK-OLE-37F-DSW01;10.40.202.174
FOC2346X01V;HK-OLE-33F-DSW01;10.40.202.169
FCW2346D01K;HK-OLE-37F-DSW01;10.40.202.174
FCW2345D15G;HK-OLE-23F-DSW01;10.40.202.167
FOC2346U01C;HK-OLE-41F-DSW01;10.40.202.178
FOC2344X006;HK-OLE-40F-DSW01;10.40.202.177
FOC2346U01D;HK-OLE-12F-DSW01;10.40.80.129
FOC2346U01N;HK-OLE-38F-DSW01;10.40.202.175
FCW2346G00S;HK-OLE-26F-DSW01;10.40.202.171
FCW2345D16Y;HK-OLE-41F-DSW01;10.40.202.178
FOC2346U017;HK-OLE-40F-DSW01;10.40.202.177
FCW2346D01B;HK-OLE-21F-DSW01;10.40.202.170
FCW2346G00E;HK-OLE-36F-DSW01;10.40.202.173
FCW2346D01X;HK-OLE-36F-DSW01;10.40.202.173
FCW2346C019;HK-OLE-42F-DSW01;10.40.202.182
FDO24260U71;AMER2ILF09;10.179.2.37
FDO24260TUE;AMER2ILF10;10.179.2.38
FOC2436L69E;ID-ATO-19F-TM-ASW01;10.48.1.11
FOX1829GPP7;MEDC1-SWF-151;10.66.254.175
FOC2221Z0EZ;FR-JAV-GIE-SA7C;10.232.200.154
FOC2221Q0M2;FR-JAV-GIE-SA7B;10.232.200.153
FOC2217Q158;FR-JAV-GIE-SA7C;10.232.200.154
FCW2221L0WC;FR-JAV-GIE-SA1A;10.232.200.136
FOC2218Z09P;FR-JAV-GIE-SA1A;10.232.200.136
FCW2218G0BN;FR-JAV-GIE-SA1C;10.232.200.137
FDO2116Z06Z;SWZ20-T011;10.171.39.10
FDO2116Z03Y;SWZ20-T023;10.171.39.80
FCW2228L0JR;FR-CG1-AFA-SP01;10.210.225.184
FOC2228U0KC;FR-CG1-AFA-SW01;10.210.225.180
FXS2232Q13C;SE212-DZ-SDM-EXT-01_new;172.24.208.251
FXS2232Q129;SE302-DZ-SDM-EXT-01_new;172.24.208.250
FDO23201L0V;AMER2ILF07;10.179.2.48
FDO23200VLQ;AMER2ILF03;10.179.2.44
FDO1949E29S;FR-FON-BAN-SA7B;10.210.228.28
FCW2037D19H;SG-ATW-27F-ASW02;10.52.150.52
SMC1348003R;SE212-TM-SAP-05;10.228.62.172
FCW2127F0PE;JPNDH2-SSWI21;10.15.66.45
FDO2131V1A8;FR-AGL-AFA-SA01;10.210.248.26
FCW2228G1GF;FR-LYO-AFA-SW31;10.210.225.166
FOC2228T16S;SWHOL-R15SKUE-0;10.70.253.143
JPG22440006;APDC4R06-AVDC01;10.54.241.102
FOC2344L023;HK-OLE-12F-DSW01;10.40.80.129
FCW2346G008;HK-OLE-38F-DSW01;10.40.202.175
FCW2346C01F;HK-OLE-42F-ASW01;10.40.202.179
FOC2343X11F;HK-OLE-42F-DSW01;10.40.202.182
FCW2346D01T;HK-OLE-42F-ASW01;10.40.202.179
FOC2343X11L;HK-OLE-39F-DSW01;10.40.202.176
FDO2115Q1Q8;SWZ20-T022;10.171.39.70
FDO2115Z1RT;SWZ20-T022;10.171.39.70
FOC2218Z0A8;FR-JAV-GIE-SA0R;10.232.200.135
SMC14080013;SE302-TM-SAP-07;10.228.62.18
FOC2436L5AW;ID-ATO-9F-ASW01;10.48.1.2
FGL173623D5;MPS-Edagawa-RT02;10.0.253.71
JAF1730ALPR;NEDC1-SWI-1;10.70.231.14
JMX181040GK;FR-BT4-AFA-ASA1.noc.intraxa;10.210.171.2
FDO1952Q0WT;FR-FON-BAN-SA7B;10.210.228.28
FDO2038E1B5;FR-WAS-AFA-SA11;10.210.228.137
JMX2139G0HC;FR-TE9-AFA-ASA1.noc.intraxa;10.210.44.7
JMX2139G0HF;FR-TE9-AFA-ASA1.noc.intraxa;10.210.44.8
FOC2218Q0CP;FR-JAV-GIE-SA1A;10.232.200.136
FOC2221Z0F0;FR-JAV-GIE-SV3B;10.232.200.155
FOC2218Z09V;FR-JAV-GIE-SA7C;10.232.200.154
FDO234911Y5;HK-NTT-03F-ZSW91-2.axa.com;10.40.202.53
FOC2431L49U;ID-ATO-10F-ASW01;10.48.1.3
JMX1751Z0CU;FR-NCY-AFA-ASA1.noc.intraxa;10.209.194.38
FXS1951Q1YD;HK-VTS-20F-CSW01;10.40.203.98
FDO2017Q0NN;FR-TE2-AFA-SW7A;10.210.220.30
FDO2018E06K;FR-TE1-AFA-SW1A;10.210.220.2
FDO2115E0WR;SWZ20-T022;10.171.39.70
FDO2116Z04M;SWZ20-T013;10.171.39.30
FDO2019E08X;FR-TE5-AFA-SW5B;10.210.219.233
FOX2020G9EH;NUCSB4-A;10.54.239.10
FOC2115L0B6;SG-ATW-28F-ASW02;10.52.150.54
FCW2248F1FV;SWZ10-T01;10.171.7.1
FDO23201L2T;AMER2ILF06;10.179.2.47
FDO23201L5M;AMER2PLF03;10.179.2.34
FDO2116Z1BA;FR-MLY-AFA-SWB3;10.210.220.198
FDO2116Z1CY;FR-MLY-AFA-SWB6;10.210.220.201
FDO2116E2EE;FR-MLY-AFA-SWC6;10.210.220.203
FDO2116Z1BG;FR-MLY-AFA-SWB4;10.210.220.199
FDO2116E2GX;FR-MLY-AFA-SWA6;10.210.220.194
FCW2228A41K;FR-LYO-AFA-SC51;10.210.225.161
FCW1427L076;HK-NTT-03F-WLC01;10.40.248.11
JMX1751Z0CS;FR-CT1-AFA-ASA1.noc.intraxa;10.209.133.200
FDO1952E1UJ;MA-TC1-AFA-SA21;10.110.242.20
FDO2017E2LW;FR-TE1-AFA-SW6A;10.210.220.12
FDO2018E06J;FR-TE3-AFA-SW1B;10.210.220.35
JMX2319G26B;FR-MER-AWS-ASA1.noc.intraxa;10.210.229.11
FOC2436L9MP;ID-ATO-16F-ASW01;10.48.1.7
FDO1952E1UL;MA-TC1-AFA-SA43;10.110.242.32
FDO1952Q0V7;FR-FON-AFA-SA0D;10.210.228.13
FDO2116Z04F;SWZ20-T022;10.171.39.70
FDO2115E3D7;SWZ20-T011;10.171.39.10
FCW2228A1DN;FR-CG1-AFA-SC02;10.210.227.2
FCW2228A1E6;FR-CG2-AFA-SC01;10.210.227.3
FDO23230QB8;AMER2ISP01;10.179.2.40
FXS1821Q1TJ;ABS-BEN-MFAR-FF-Acc_SW_5;10.90.50.75
FDO1952E1U5;MA-TC1-AFA-SA23;10.110.242.27
FDO1952Q0MT;FR-CT1-AFA-SV02;10.210.226.94
FDO2018E06H;FR-TE3-AFA-SW8A;10.210.220.48
FOC2024R0XU;MEDC2-SWF-257;10.66.254.164
FDO2115Q1QB;SWZ20-T014;10.171.39.40
FDO2126E1H3;FR-EVR-AFA-SA01;10.210.248.66
FDO23200S0J;AMER2PLF04;10.179.2.35
FDO23200SS8;AMER2ILF08;10.179.2.49
FDO23230QAM;AMER2ISP02;10.179.2.41
FDO2124Q170;SWHOL-T0411;10.70.253.41
FDO2124Q173;SWHOL-T0412;10.70.253.45
FDO2124Q16W;SWHOL-T0511;10.70.253.51
FDO2124Q17F;SWHOL-T0411;10.70.253.41
FDO2124Q177;SWHOL-TMZH;10.70.253.134
FDO2124E1DF;SWHOL-T0411;10.70.253.41
FDO2124Q174;SWHOL-T0411;10.70.253.41
FDO2124E1DK;SWHOL-T0412;10.70.253.45
FDO2124Q175;SWHOL-T0412;10.70.253.45
FDO2124Q17B;SWHOL-T0111;10.70.253.11
FCW2248F1FP;SWZ10-T02;10.171.7.3
FCW2248F1G0;SWZ30-T01;10.171.253.188
FCW2248F1FY;SWZ75-T01;10.171.253.200
FDO2017E2ME;FR-TE3-AFA-SW7A;10.210.220.46
FDO2019E08T;FR-TE5-AFA-SW2B;10.210.219.227
FDO2043E21D;MA-TC2-AFA-SA31;10.110.243.13
FDO2043E21C;MA-TC2-AFA-SA32;10.110.243.14
FDO2043E1YW;MA-TC1-AFA-SA11;10.110.242.18
FDO2116E2H9;FR-MLY-AFA-SWB1;10.210.220.196
FDO2122V1GV;FR-CSV-AFA-SA01;10.210.248.130
FCH2319V09J;INDO02A01-PZONE-WLC02;10.47.131.182
FCH2319V09F;INDO01B01-SZONE-WLC01;10.47.143.195
FCH2319V0D7;INDO02B01-SZONE-WLC02;10.47.143.197
FCW1939D0T3;HK-ASD-15F-ASW01;10.40.203.148
FDO2119Q0NH;SWHOL-T0101;10.70.253.10
FDO2118Z1PR;SWHOL-T0Z01;10.70.253.130
FDO2124E19L;SWHOL-T0121;10.70.253.12
FDO2119E0CK;SWHOL-T0101;10.70.253.10
FDO2124Q16E;SWHOL-T0111;10.70.253.11
FDO2119E0RP;SWHOL-T0Z01;10.70.253.130
FDO2124E1CC;NEDC1E30-NCNW02;10.70.231.42
FDO2119Q0MY;SWHOL-T02U1;10.70.253.24
FDO2119Q0DU;SWHOL-T0101;10.70.253.10
FDO2124Q15F;SWHOL-T0111;10.70.253.11
FDO2118Z1PX;SWTEK-T014;10.70.253.244
FDO2124E1BL;SWHOL-T0112;10.70.253.13
FDO2119Q0CR;SWHOL-T02U1;10.70.253.24
FDO2119E0R9;SWHOL-T02U1;10.70.253.24
FDO2124E1BK;SWHOL-T0122;10.70.253.14
FDO2124Q14H;SWHOL-T0Z01;10.70.253.130
JMX2303G20B;FR-SGD-AFA-ASA1.noc.intraxa;10.212.95.222
FOC2343U0KL;HK-LG1-17F-CSW01;10.40.202.93
FOC2343X0SD;HK-CT3-21F-DSW01;10.40.202.75
FCW2343C0M0;HK-CT3-20F-DSW01;10.40.202.77
FOC2343U0QN;HK-CT3-20F-DSW01;10.40.202.77
FOC2343X0RS;HK-CT3-18F-DSW01;10.40.202.73
FCW2343C10A;HK-CT3-17F-DSW01;10.40.202.78
FOC2343L6XT;HK-CT3-22F-DSW01;10.40.202.76
FOC2343X0SN;HK-CT3-21F-DSW01;10.40.202.75
FOC2436L6PT;ID-ATO-GF-ASW01;10.48.1.15
FOC2436L9JA;ID-ATO-16F-ASW01;10.48.1.7
SMG1109N34H;SE302-T1-SDM-EHT-V1;10.106.192.21
FDO2116Z1CA;FR-MLY-AFA-SWB2;10.210.220.197
FDO2116E2H6;FR-MLY-AFA-SWB5;10.210.220.200
FDO2116E2JL;FR-MLY-AFA-SWA7;10.210.220.195
FDO2141E19K;FR-PER-AFA-SA01;10.210.248.146
FCH2221V16C;SE302-SS-ISE-PSN-02;10.142.20.152
FCW2228A41C;FR-LYO-AFA-SC11;10.210.225.163
FCW2248F1G3;SWZ10-T02;10.171.7.3
FCW2248F1FU;SWZ85-T01;10.171.253.208
FCW2248FH9V;SWZ46-T01;10.171.253.190
FDO24260K9C;AMER1ILF10;10.179.1.38
FDO24260K00;AMER1ILF09;10.179.1.37
FOC2436L4XH;ID-ATO-18F-ASW01;10.48.1.9
FCH1606V08P;ALJTYO001-WO21202.ads-jp.intraxa;10.15.0.72
FGE200301B1;T00VSS01;10.162.0.17
FDO2116Z04J;SWZ20-T023;10.171.39.80
FDO2116Z06S;SWZ20-T024;10.171.39.90
FDO2116Z04V;SWZ20-T024;10.171.39.90
FDO2117Z0GH;SWHOL-T0122;10.70.253.14
FDO2119E0GK;SWHOL-T0Z01;10.70.253.130
FDO2119E0CN;SWHOL-T0101;10.70.253.10
FDO2124E19U;SWHOL-T0121;10.70.253.12
FDO23200SK5;AMER2ILF05;10.179.2.46
FDO23200CUJ;AMER2ILF04;10.179.2.45
FDO2332039B;SE302-IN-SPN-102;10.69.93.12
FOC2344U0LY;HK-TS2-20F-DSW01;10.40.202.90
FCW2343G0Q7;HK-CT3-21F-ASW01;10.40.202.74
FCW2343C0LZ;HK-TS2-20F-DSW01;10.40.202.90
FOC2343X0JM;HK-LG1-17F-CSW01;10.40.202.93
FOC2343X0ZT;HK-CT3-22F-DSW01;10.40.202.76
FCW2343C108;HK-TS2-20F-CSW01;10.40.202.89
FCW2343C10H;HK-CT3-17F-DSW01;10.40.202.78
FOC2343X0LG;HK-TS2-20F-CSW01;10.40.202.89
FOC2436L4W0;ID-ATO-18F-ASW01;10.48.1.9
FOC1852R0JX;NEDC1-SWF-131;10.70.230.72
SAL1320PXNW;FR-CT1-AFA-SC01;10.210.226.66
FDO2124E18S;SWHOL-T0112;10.70.253.13
FDO2119E0R6;SWHOL-T02U1;10.70.253.24
FDO2119E0S6;SWHOL-T0122;10.70.253.14
FDO2119E0RZ;SWHOL-T0122;10.70.253.14
SMC134800K0;SE212-TM-SAP-03;10.228.62.192
JPG221700LV;APDC3G12-AVDC01;10.54.241.100
FDO233203AG;SE302-IN-SPN-101;10.69.93.11
FCW2343D0K5;HK-CT3-18F-DSW01;10.40.202.73
FOC2346U019;HK-OLE-21F-DSW01;10.40.202.170
FDO2049E19C;MA-TC1-AFA-SA11;10.110.242.18
FDO2043Q0YL;MA-TC2-AFA-SA41;10.110.243.15
FDO2116Z071;SWZ20-T023;10.171.39.80
FOC2224L1K9;ID-JST-3F-CSW01;10.48.203.1
SMC14080060;SE212-AF-SCP-01;10.208.143.8
JMX2033Y19W;PT-LIS-ASA1.noc.intraxa;10.146.83.53
FDO2038E3MH;FR-WAS-AFA-SA22;10.210.228.153
SMG1111N42K;SE212-T1-SDM-EHT-V1;10.106.192.22
SMC1242006Y;SE302-AF-SAP-02;10.208.143.96
FDO2115E3DP;SWZ20-T013;10.171.39.30
FDO2116Z04N;SWZ20-T022;10.171.39.70
FDO2124Q179;SWHOL-T0511;10.70.253.51
FDO2124Q171;SWHOL-T0411;10.70.253.41
FCW2248F1G1;SWZ10-T01;10.171.7.1
FCW2248F1FT;SWZ46-T01;10.171.253.190
FCW2248FH9Y;SWZ30-T01;10.171.253.188
FOC2436L68Z;ID-ATO-17F-ASW01;10.48.1.8
FCW2338C13G;MEDC2-SWD-1;10.66.255.245
FOC2338U10V;MEDC1-SWD-1;10.66.255.246
SSI1516052M;APDC3Q12-NARS01.APDC3Q12-NARS01.apdc.mgmt.axa-tech.intraxa;10.54.242.218
FDO1949E2A8;FR-FON-AFA-SA4B;10.210.228.22
FDO2017E2LQ;FR-TE3-AFA-SW7B;10.210.220.47
FDO2018E06G;FR-TE2-AFA-SW3B;10.210.220.23
FDO2043Q0YK;MA-TC2-AFA-SA32;10.110.243.14
FDO2043E211;MA-TC2-AFA-SA41;10.110.243.15
FCW2118F05K;SWZ20-T02;10.171.39.3
TBM15235470;SE302-TM-SDP-12;10.228.62.165
FDO1949E2C9;FR-LYO-AFA-SA11;10.210.225.236
FDO1947E1Z9;FR-LYO-AFA-SA11;10.210.225.236
FDO2017E2LD;FR-TE1-AFA-SW7A;10.210.220.14
FDO2018E01K;FR-TE3-AFA-SW8B;10.210.220.49
FGL203611P8;SG-ATW-23F-VG01;10.52.150.35
FXS2036Q1PD;SG-ATW-24F-CSW01;10.52.150.38
SMC1328005H;SE212-TM-SAP-02;10.228.62.122
FCW2104D0TQ;HK-OLE-29F-DSW01;10.40.202.183
FXS2003Q18N;INDO01A02-NSW01-AdminVDC;10.55.28.141
FDO2024E12Y;FR-POI-AFA-SA01;10.210.248.6
FOC2436L6BM;ID-ATO-11F-ASW01;10.48.1.4
FOC2436L4S0;ID-ATO-19F-ASW01;10.48.1.10
FOC2431L4MZ;ID-ATO-12F-ASW01;10.48.1.5
FOC2436L5C3;ID-ATO-19F-ASW01;10.48.1.10
FDO2019E08J;FR-VIC-AFA-SW05;10.210.220.164
FXS2025Q1JX;MEDC2-SWF-2;10.66.254.147
FDO2115E0MX;FR-MER-AXW-SA11;10.210.229.10
FDO2115Z0F5;FR-OPE-AFA-SW04;10.210.220.162
FDO2115E0M8;FR-MTP-AFA-SA01;10.210.225.30
FCW2130C0RK;HK-ASD-08F-ASW01;10.40.203.158
FOC2130L1B8;HK-ASD-08F-ASW01;10.40.203.158
FOC2436L69R;ID-ATO-GF-ASW01;10.48.1.15
FOC2436L5BK;ID-ATO-10F-ASW01;10.48.1.3
FOC2436L6UC;ID-ATO-11F-ASW01;10.48.1.4
JMX15227091;APDC3V12-NFWL03.apdc.mgmt.axa-tech.intraxa;10.54.234.1
FOX1730G5C3;MEDC2-SWF-251;10.66.254.158
JAF1729ABGQ;NEDC1-SWP-2;10.70.231.21
FDO2043E23L;MA-TC2-AFA-SA12;10.110.243.20
FDO2115E3DU;SWZ20-T021;10.171.39.60
FDO2116Z03V;SWZ20-T013;10.171.39.30
JMX2239G3SG;FR-ABR-AFA-ASA1.noc.intraxa;10.212.95.214
FOC2436L67G;ID-ATO-15F-ASW01;10.48.1.6
FOC2436L5CE;ID-ATO-GF-ASW01;10.48.1.15
FOC2436L4QU;ID-ATO-20F-ASW01;10.48.1.12
FOC2436L55Y;ID-ATO-21F-ASW01;10.48.1.14
FOX1633H370;MEDC1-SWF-154;10.66.254.178
JMX2033Y19T;PT-LIS-ASA1.noc.intraxa;10.146.83.52
FCW2037D19F;SG-ATW-28F-ASW02;10.52.150.54
FDO2043E1YZ;MA-TC2-AFA-SA41;10.110.243.15
FDO2043Q0ZK;MA-TC2-AFA-SA42;10.110.243.16
FOC2338U10Z;MEDC1-SWD-1;10.66.255.246
FOC2436L6VH;ID-ATO-GF-ASW01;10.48.1.15
TBM15244018;SE212-TM-SDP-11;10.228.62.166
JAF1521AMHE;SE212-TM-SCP-12;10.228.62.163
JMX1751Z0CT;FR-MRS-AFA-ASA1.noc.intraxa;10.209.64.93
FDO2043E20D;MA-TC2-AFA-SA41;10.110.243.15
FOC2130X0M1;HK-ASD-08F-ASW01;10.40.203.158
FDO2340M0H0;JPNDH1-VRT10;10.15.66.77
FDO2340M0H7;JPNDH1-VRT11;10.15.66.78
FOC2436L6FA;ID-ATO-20F-ASW02;10.48.1.13
FOC2436L6A1;ID-ATO-16F-ASW01;10.48.1.7
FOC1919X12S;NEDC1E20-ERNA1;10.70.237.1
FDO1949E2CA;FR-LYO-AFA-SA21;10.210.225.235
FDO1952E19M;MA-TC1-AFA-TS01;10.110.242.33
FDO2018E01F;FR-TE1-AFA-SW5A;10.210.220.10
JMX2135G0JJ;FR-CHA-AFA-ASA1.noc.intraxa;10.212.95.134
FGL2143817F;SG-MET-18F-VG01;10.52.150.8
JMX16367010;JPNDH-VASA15;10.15.66.52
FDO2019Q05W;FR-TE5-AFA-SW5A;10.210.219.232
FDO2043E23J;MA-TC1-AFA-TS02;10.110.242.34
FDO2049E14P;FR-CH1-AST-SV31;10.146.75.16
FDO2124Q1LL;SWHOL-T09A1;10.70.253.90
FDO2124Q1LM;SWHOL-T09A3;10.70.253.92
FDO2124Q1M2;SWHOL-T0401;10.70.253.40
FDO2124Q1KS;SWHOL-T09A1;10.70.253.90
FDO2125E089;SWHOL-T0512;10.70.253.54
FDO2125E03B;SWHOL-T0501;10.70.253.50
FDO2125Q08E;SWHOL-T0521;10.70.253.52
FDO2125E096;SWHOL-T0502;10.70.253.53
FDO2125Q086;SWZ75-T011;10.171.167.11
FCW2150C09X;T95ES031;10.240.97.1
FOC2436L6BK;ID-ATO-19F-ASW01;10.48.1.10
JMX16367011;JPNDH-VASA15(Stby);10.15.66.52
FDO1952E1UN;FR-LYO-AFA-SA71;10.210.225.242
FCH2024V2FW;T00WLC01;10.162.0.20
FDO2018E1LE;FR-TE5-AFA-SW3A;10.210.219.228
FOC2207L048;T45BS001;10.240.66.1
FOC2436L5AT;ID-ATO-8F-ASW01;10.48.1.1
FOC2436L5D6;ID-ATO-16F-ASW01;10.48.1.7
FDO1949E2AD;MA-TC1-AFA-SA31;10.110.242.22
FDO2017E2L5;FR-TE2-AFA-SW5B;10.210.220.27
SMG1206N4B0;SE212-AF-SCP-02;10.208.143.1
FDO2043E1YX;MA-TC2-AFA-SA01;10.110.243.17
FOC2118U0BL;SWZ20-T01;10.171.39.1
FOC2118X0A8;SWZ20-T02;10.171.39.3
FOC2436L6NT;ID-ATO-15F-ASW01;10.48.1.6
FOC2008U0G1;ABS-PUN-ME-NWING-FLR01-SW02;10.90.87.18
FOC2130L2BH;HK-NTT-03F-ASW01;10.40.202.251
FOX1512GF4D;NUCSB4-A;10.54.239.10
FOX1634G9F2;MEDC2-SWF-253;10.66.254.160
FDO1949E298;FR-FON-AFA-SA1D;10.210.228.15
FDO1952E1UB;FR-FON-AFA-SA4D;10.210.228.21
FDO2018E019;FR-TE1-AFA-SW1B;10.210.220.3
FDO2043E1YS;MA-TC2-AFA-SA32;10.110.243.14
FDO2043E21H;MA-TC2-AFA-SA32;10.110.243.14
FDO2043Q0YJ;MA-TC1-AFA-SA11;10.110.242.18
FCW2118D091;SWZ20-T01;10.171.39.1
FDO1949E29Q;FR-FON-AFA-SA4D;10.210.228.21
FOC2008X0GA;ABS-PUN-ME-NWING-FLR01-SW02;10.90.87.18
FDO2017E2L9;FR-TE2-AFA-SW2B;10.210.220.21
FDO2038E3M6;FR-WAS-AFA-SA22;10.210.228.153
FDO2043Q0YM;MA-AG1-DAS-SAU2;10.110.240.14
SMC134800JJ;SE302-TM-SAP-06;10.228.62.148
FOC2436L576;ID-ATO-20F-ASW01;10.48.1.12
FOX1941GDP6;NUCSB2-A;10.54.228.10
FXS1951Q21D;HK-VTS-15F-CSW01;10.40.203.97
FDO2019E08K;FR-TE5-AFA-SW4A;10.210.219.230
FGE20340NTR;SE302-PS-SIP-11;10.69.66.11
FDO2125Q08C;SWHOL-T05U1;10.70.253.59
FDO2125E08B;SWMAD-T011;10.70.253.122
FCW2130C0RN;HK-ASD-08F-DSW01;10.40.203.137
FGL2150823J;MO-MSQ-22F-VG01;10.40.203.170
FOC2339U15T;SE302-OOB-SCP-01;172.20.38.240
FOC2436L5D2;ID-ATO-17F-ASW01;10.48.1.8
JMX1614408L;SEASA-TM-FWA-01.noc.intraxa;10.146.249.39
FDO1949E2CE;FR-LYO-AFA-SA71;10.210.225.242
FDO1952E1W0;MA-CA2-AST-SC11;10.146.74.17
FCH2043V0HN;SEWLC-SS-GIE-01;10.142.20.101
FDO2043E212;MA-TC2-AFA-TS01;10.110.243.23
FOC2239U0KK;SE302-DZ-SDM-VPN-01;172.20.16.9
FGE233660C4;HK-NTT-03F-CSW12.axa.com;10.40.202.49
FGE23315Y25;HK-NTT-03F-CSW11.axa.com;10.40.202.254
FCW2402A12B;HK-CT3-18F-CSW01;10.40.202.72
FOC2436L6KX;ID-ATO-9F-ASW01;10.48.1.2
FOC2436L6BN;ID-ATO-20F-ASW01;10.48.1.12
JMX1522701M;APDC3W12-NFWL02.apdc.mgmt.axa-tech.intraxa;10.54.240.53
JAE202709G7;FR-TE5-AFA-VCU1;10.210.219.225
FDO2125Q090;SWHOL-T0511;10.70.253.51
FDO2125Q08Y;SWMAD-T011;10.70.253.122
FDO2125Q05S;SWZ75-T011;10.171.167.11
FDO2125Q08L;SWHOL-T0522;10.70.253.55
FDO2125Q08F;SWMAD-T011;10.70.253.122
FDO2125Q08G;SWMAD-T011;10.70.253.122
FDO2125Q08Q;SWHOL-T0503-4;10.70.253.57
FDO2125Q08H;SWHOL-T0503;10.70.253.56
FOC2130X0M6;HK-ASD-08F-DSW01;10.40.203.137
FGL2150823H;MO-MSQ-20F-VG01;10.40.203.171
FCW2402A13Q;HK-CT3-18F-CSW01;10.40.202.72
FDO1949E2CU;FR-FON-AFA-SA0B;10.210.228.14
FGL2013118S;HK-VTS-15F-VG01;10.40.203.112
FDO2017E2GG;FR-TE5-AFA-SW8B;10.210.219.239
FCW2052F1FY;HK-ASD-06F-DSW01;10.40.203.131
FCH2135W003;MY-PCH-10F-WAE01;10.40.117.180
FCW1850L05T;SEWLC-SS-MUT-01;10.142.20.9
FCW1934B0A9;ABSWLC-Spinfocity;10.90.110.31
FCH2024V2J5;T45WLC05;10.240.66.5
FOC2436L4QK;ID-ATO-8F-ASW01;10.48.1.1
FCW1933B7M9;ABSWLC-MFAR;10.90.50.70
FCW1947A5AK;FR-LYO-AST-SA81;10.146.74.43
FDO2125Q08D;SWZ75-T011;10.171.167.11
FDO2125E09K;SWHOL-TPRT1;10.70.253.200
FDO2125E09A;SWMAD-T011;10.70.253.122
FGL214480FZ;JPNDH2-RRTRD2;10.15.66.48
FGL214480G1;JPNDH1-RRTRD1;10.15.66.37
FGL214480G2;JPNDH1-RRTRD2;10.15.66.38
FGL214480G0;JPNDH2-RRTRD1;10.15.66.47
FOC2144R1DG;MEDC2-SWF-260;10.66.254.169
FOC2141R268;MEDC1-SWF-160;10.66.254.167
FCW2209C0A0;T45ES051;10.240.64.133
FCW2209C09Y;T45ES031;10.240.64.131
FCW2209F043;T45ES041;10.240.64.132
FCW2208D056;T45ES021;10.240.64.130
SMG1405N05H;SE212-TO-SDM-CT1-01;10.106.194.4
FCH20027NRE;NUCSA5-A;10.54.227.13
FCW1947A5A5;FR-LYO-AST-SA81;10.146.74.43
FCW1947A5A7;FR-LYO-AST-SA81;10.146.74.43
FDO1952E1QF;FR-FON-AFA-SA2D;10.210.228.17
FDO1952E19N;FR-LYO-AFA-SV51;10.210.225.230
SMC103700D8;SE302-AF-SCP-02;10.208.143.11
JAE211307TW;FR-MLY-AFA-VCA6;10.210.220.145
FOC2118R1JR;MEDC1-SWF-158;10.66.254.156
FDO1952E1TQ;MA-CA2-AST-SC11;10.146.74.17
FDO1952E1VH;FR-LYO-AFA-SA51;10.210.225.232
